result_id,poll_date,poll_agency,party_shortname,poll_result,moving_average
571,2018-04-24,AKO,KDH,6.9,7.5
170,2018-05-03,Focus,KDH,6.8,7.4
582,2018-05-21,AKO,KDH,6.7,6.8
182,2018-06-13,Focus,KDH,6.7,6.7
593,2018-06-21,AKO,KDH,7.2,6.9
194,2018-08-10,Focus,KDH,7.1,7.0
604,2018-08-17,AKO,KDH,6.1,6.8
615,2018-09-05,AKO,KDH,7.6,6.9
205,2018-09-28,Focus,KDH,5.5,6.4
627,2018-11-15,AKO,KDH,5.9,6.3
216,2018-11-16,Focus,KDH,7.7,6.4
637,2018-11-28,AKO,KDH,6.7,6.8
227,2018-12-14,Focus,KDH,6.5,7.0
238,2019-01-25,Focus,KDH,7.0,6.7
650,2019-02-12,AKO,KDH,6.1,6.5
250,2019-02-28,Focus,KDH,6.5,6.5
260,2019-04-02,Focus,KDH,7.5,6.7
659,2019-04-02,AKO,KDH,6.9,7.0
270,2019-04-18,Focus,KDH,6.8,7.1
669,2019-05-06,AKO,KDH,6.6,6.8
277,2019-06-12,Focus,KDH,7.5,7.0
288,2019-06-27,Focus,KDH,7.0,7.0
297,2019-08-09,Focus,KDH,7.5,7.3
309,2019-08-20,Focus,KDH,7.3,7.3
679,2019-09-05,AKO,KDH,6.3,7.0
320,2019-09-10,Focus,KDH,6.9,6.8
690,2019-10-10,AKO,KDH,5.6,6.3
334,2019-10-27,Focus,KDH,6.5,6.3
347,2019-11-09,Focus,KDH,5.7,5.9
702,2019-11-25,AKO,KDH,6.4,6.2
360,2019-12-12,Focus,KDH,5.7,5.9
715,2020-01-10,AKO,KDH,6.2,6.1
373,2020-01-16,Focus,KDH,6.0,6.0
386,2020-01-26,Focus,KDH,5.7,6.0
5,2016-03-23,Focus,ĽSNS,8.8,8.8
396,2016-04-07,AKO,ĽSNS,10.9,9.9
406,2016-05-10,AKO,ĽSNS,11.7,10.5
14,2016-05-12,Focus,ĽSNS,8.9,10.5
25,2016-06-22,Focus,ĽSNS,8.4,9.7
416,2016-07-28,AKO,ĽSNS,11.6,9.6
35,2016-08-19,Focus,ĽSNS,8.9,9.6
426,2016-09-20,AKO,ĽSNS,11.1,10.5
436,2016-10-22,AKO,ĽSNS,8.7,9.6
446,2016-11-10,AKO,ĽSNS,10.0,9.9
44,2016-11-10,Focus,ĽSNS,8.4,9.0
54,2016-12-01,Focus,ĽSNS,8.8,9.1
456,2016-12-09,AKO,ĽSNS,10.1,9.1
466,2017-01-10,AKO,ĽSNS,11.5,10.1
63,2017-02-02,Focus,ĽSNS,10.2,10.6
476,2017-02-14,AKO,ĽSNS,10.5,10.7
73,2017-02-23,Focus,ĽSNS,10.4,10.4
486,2017-03-15,AKO,ĽSNS,11.0,10.6
83,2017-04-12,Focus,ĽSNS,10.1,10.5
496,2017-04-26,AKO,ĽSNS,10.5,10.5
93,2017-06-08,Focus,ĽSNS,10.9,10.5
507,2017-06-19,AKO,ĽSNS,9.7,10.4
516,2017-07-19,AKO,ĽSNS,10.3,10.3
105,2017-07-26,Focus,ĽSNS,9.1,9.7
113,2017-08-21,Focus,ĽSNS,10.4,9.9
525,2017-09-20,AKO,ĽSNS,10.9,10.1
123,2017-10-16,Focus,ĽSNS,10.1,10.5
538,2017-11-18,AKO,ĽSNS,8.4,9.8
135,2017-11-28,Focus,ĽSNS,8.4,9.0
146,2018-01-31,Focus,ĽSNS,8.1,8.3
548,2018-02-26,AKO,ĽSNS,8.2,8.2
156,2018-03-14,Focus,ĽSNS,10.1,8.8
557,2018-04-07,AKO,ĽSNS,10.0,9.4
568,2018-04-24,AKO,ĽSNS,10.3,10.1
167,2018-05-03,Focus,ĽSNS,9.3,9.9
578,2018-05-21,AKO,ĽSNS,10.4,10.0
180,2018-06-13,Focus,ĽSNS,9.7,9.8
589,2018-06-21,AKO,ĽSNS,11.1,10.4
190,2018-08-10,Focus,ĽSNS,10.1,10.3
601,2018-08-17,AKO,ĽSNS,10.9,10.7
614,2018-09-05,AKO,ĽSNS,8.6,9.9
202,2018-09-28,Focus,ĽSNS,10.0,9.8
625,2018-11-15,AKO,ĽSNS,7.8,8.8
212,2018-11-16,Focus,ĽSNS,9.8,9.2
635,2018-11-28,AKO,ĽSNS,9.2,8.9
224,2018-12-14,Focus,ĽSNS,9.2,9.4
236,2019-01-25,Focus,ĽSNS,8.4,8.9
646,2019-02-12,AKO,ĽSNS,9.5,9.0
244,2019-02-28,Focus,ĽSNS,11.7,9.9
655,2019-04-02,AKO,ĽSNS,11.5,10.9
254,2019-04-02,Focus,ĽSNS,11.8,11.7
265,2019-04-18,Focus,ĽSNS,10.5,11.3
663,2019-05-06,AKO,ĽSNS,13.9,12.1
275,2019-06-12,Focus,ĽSNS,12.5,12.3
285,2019-06-27,Focus,ĽSNS,12.6,13.0
296,2019-08-09,Focus,ĽSNS,12.1,12.4
307,2019-08-20,Focus,ĽSNS,11.4,12.0
673,2019-09-05,AKO,ĽSNS,10.9,11.5
318,2019-09-10,Focus,ĽSNS,10.6,11.0
684,2019-10-10,AKO,ĽSNS,12.3,11.3
330,2019-10-27,Focus,ĽSNS,10.2,11.0
344,2019-11-09,Focus,ĽSNS,10.3,10.9
698,2019-11-25,AKO,ĽSNS,10.4,10.3
355,2019-12-12,Focus,ĽSNS,11.8,10.8
711,2020-01-10,AKO,ĽSNS,11.7,11.3
368,2020-01-16,Focus,ĽSNS,13.6,12.4
381,2020-01-26,Focus,ĽSNS,12.8,12.7
8,2016-03-23,Focus,MKP,4.3,4.3
401,2016-04-07,AKO,MKP,3.8,4.1
411,2016-05-10,AKO,MKP,3.4,3.8
19,2016-05-12,Focus,MKP,4.0,3.7
29,2016-06-22,Focus,MKP,3.5,3.6
421,2016-07-28,AKO,MKP,2.8,3.4
39,2016-08-19,Focus,MKP,3.6,3.3
431,2016-09-20,AKO,MKP,2.6,3.0
441,2016-10-22,AKO,MKP,3.7,3.3
49,2016-11-10,Focus,MKP,3.9,3.4
451,2016-11-10,AKO,MKP,3.5,3.7
59,2016-12-01,Focus,MKP,4.4,3.9
